ID	D1	IGNORE THEME	D1	TELUGU	D1	ENGLISH	D1	CLUE	D1	IMAGE	D1	SOUND
161	|	ANDHRA_SWEETS_SNACKS	|	రవ్వలడ్డు 	|	RAVVALADDU	|	రవ్వలడ్డు _CLUE	|	 HTTP://FULLMEALS.CLOUDAPP.NET/RECIPE-1552-RAVA-LADDU-28330.JPG?MAXHEIGHT=700	|	
162	|	ANDHRA_SWEETS_SNACKS	|	సగ్గుబియ్యం వడియాలు 	|	SAGGUBIYYAM VADIYALU	|	సగ్గుబియ్యం వడియాలు _CLUE	|	HTTP://2.BP.BLOGSPOT.COM/-RKCNRSKFNNC/T8VOPFK9DAI/AAAAAAAADXE/NYZ5_T92ZAC/S640/SAGGUBIYYAM+VADIYALU.JPG	|	
163	|	ANDHRA_SWEETS_SNACKS	|	సజ్జ బూరెలు	|	SAJJA BURELU	|	సజ్జ బూరెలు_CLUE	|	HTTP://4.BP.BLOGSPOT.COM/_H_R_N7OCZOG/SO3G9BSE7II/AAAAAAAAAJW/HB4V6U1SU2K/S400/BURELU+3.JPG	|	
164	|	ANDHRA_SWEETS_SNACKS	|	సమోసా 	|	SAMOSA 	|	సమోసా _CLUE	|	HTTP://1.BP.BLOGSPOT.COM/_HMFGRLKRTYO/SQ2MFCFIYMI/AAAAAAAAABO/0YEFA_WX7E8/S400/DSC00691.JPG	|	
165	|	ANDHRA_SWEETS_SNACKS	|	శనగపిండి లడ్డు 	|	SANAGAPINDI LADDU	|	శనగపిండి లడ్డు _CLUE	|	HTTP://FESTIVALS.ILOVEINDIA.COM/GANESH-CHATURTI/PICS/BESAN-KE-LADOO.JPG	|	
166	|	ANDHRA_SWEETS_SNACKS	|	సన్న బుంది లడ్డు 	|	SANNA BUNDI LADDU	|	సన్న బుంది లడ్డు _CLUE	|	HTTP://WWW.ATHITHIGRUHAFOODS.COM/ADMIN/PRODUCTIMAGES/133.JPEG	|	
167	|	ANDHRA_SWEETS_SNACKS	|	సన్న పూస 	|	SANNAPUSA	|	సన్న పూస _CLUE	|	HTTP://1.BP.BLOGSPOT.COM/_BQYDNNQN8C0/SA951B2HFJI/AAAAAAAAAZ4/DHTKA2IJ9MK/S320/IMG_0120C.JPG	|	
168	|	ANDHRA_SWEETS_SNACKS	|	సేమ్య పేణి 	|	SEMIYA PHENI 	|	సేమ్య పేణి _CLUE	|	HTTP://WWW.GIFTS2EVERYONE.COM/G2E-ADMIN/ORIGINAL/SEMIYA-PHENI.JPG	|	
169	|	ANDHRA_SWEETS_SNACKS	|	సోం పాపిడి 	|	SOAN PAPDI 	|	సోం పాపిడి _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/C/CD/SOHAN_PAPDI.JPG/677PX-SOHAN_PAPDI.JPG	|	
170	|	ANDHRA_SWEETS_SNACKS	|	సోజ్జిపాలు 	|	SOJJIAPPALU	|	సోజ్జిపాలు _CLUE	|	HTTP://1.BP.BLOGSPOT.COM/-FMLQ9DZNMTG/TGPQ6SQCGWI/AAAAAAAADP8/6VOIZZFXPZK/S640/SOJJAPPALU1.JPG	|	
171	|	ANDHRA_SWEETS_SNACKS	|	సోనా హల్వా 	|	SONE HALWA 	|	సోనా హల్వా _CLUE	|	HTTP://4.BP.BLOGSPOT.COM/_0CWDGN9GU5C/SYAPWDERC0I/AAAAAAAAB0S/W_LMVJXBW-8/S400/CAROT+HALWA.JPG	|	
172	|	ANDHRA_SWEETS_SNACKS	|	సున్ని వుండలు	|	SUNNUNDALU	|	సున్ని వుండలు_CLUE	|	HTTP://WWW.NANDYALA.ORG/MAHANANDI/IMAGES/LADDU/SUNNIUNDALUIMAGECOPYRIGHTED5.JPG	|	
173	|	ANDHRA_SWEETS_SNACKS	|	తపాలా చెక్కలు 	|	TAPALA CHEKKALU	|	తపాలా చెక్కలు _CLUE	|	HTTP://4.BP.BLOGSPOT.COM/_J3OWS8QL268/SQQIXIU9FII/AAAAAAAADXE/5XF-MI9FJXK/S640/IMG_2315.JPG	|	
174	|	ANDHRA_SWEETS_SNACKS	|	ఉలవ చారు 	|	ULAVA CHARU	|	ఉలవ చారు _CLUE	|	HTTP://2.BP.BLOGSPOT.COM/-5QQUDW1AS1U/TMBRK6TEOSI/AAAAAAAADHG/BAOSAELJ6QE/S1600/ULAVACHARU.JPG	|	
175	|	ANDHRA_SWEETS_SNACKS	|	ఉండ్రాళ్ళు ( కుడుములు )	|	UNDRALLU	|	ఉండ్రాళ్ళు ( కుడుములు )_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/9/9E/UNDRALLU.JPG	|	
176	|	ANDHRA_SWEETS_SNACKS	|	వెన్నుండలు 	|	VENN UNDALU	|	వెన్నుండలు _CLUE	|	HTTP://WWW.ATHITHIGRUHAFOODS.COM/ADMIN/PRODUCTIMAGES/427.JPG	|	
177	|	ANDHRA_SWEETS_SNACKS	|	వేరుశనగ పాకం 	|	VERUSANAGA PAKAM 	|	వేరుశనగ పాకం _CLUE	|	HTTP://4.BP.BLOGSPOT.COM/_QBATNFI4AUO/SQ5MM_8EHII/AAAAAAAAGPW/BSGBWEJTAIK/S400/DSC00106.JPG	|	
178	|	ANDHRA_SWEETS_SNACKS	|	వైట్ కలకాని 	|	WHITE KALAKANI	|	వైట్ కలకాని _CLUE	|	HTTP://WWW.SWAGRUHAFOODS.NET/IMAGE/CACHE/DATA/SWAGRUHA%20FOODS/DSC_5498-500X500.JPG	|	
